"class_name","method_name","method_qualified","dependency_kind","type_name","type_qualified","file_path","line_number"
"firebase::auth::SecureTokenResponse","id_token","firebase::auth::SecureTokenResponse::id_token","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","auth/src/desktop/rpcs/secure_token_response.h",39
"firebase::auth::SecureTokenResponse","refresh_token","firebase::auth::SecureTokenResponse::refresh_token","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","auth/src/desktop/rpcs/secure_token_response.h",36
"firebase::auth::AuthTest","operator=","firebase::auth::AuthTest::operator=","return","AuthTest &","AuthTest &","auth/tests/auth_test.cc",98
"firebase::auth::CredentialTest","operator=","firebase::auth::CredentialTest::operator=","return","CredentialTest &","CredentialTest &","auth/tests/credential_test.cc",41
"firebase::auth::AuthRequestHeartbeatTest","operator=","firebase::auth::AuthRequestHeartbeatTest::operator=","return","AuthRequestHeartbeatTest &","AuthRequestHeartbeatTest &","auth/tests/desktop/rpcs/auth_request_heartbeat_test.cc",42
"firebase::auth::ResetPasswordResponse","operator=","firebase::auth::ResetPasswordResponse::operator=","return","ResetPasswordResponse &","ResetPasswordResponse &","auth/src/desktop/rpcs/reset_password_response.h",26
"firebase::auth::test::detail::ListenerChangeCounter","operator=","firebase::auth::test::detail::ListenerChangeCounter::operator=","return","ListenerChangeCounter &","ListenerChangeCounter &","auth/tests/desktop/test_utils.h",36
"firebase::auth::test::OAuthProviderTestHandler","operator=","firebase::auth::test::OAuthProviderTestHandler::operator=","return","OAuthProviderTestHandler &","OAuthProviderTestHandler &","auth/tests/desktop/test_utils.h",101
"firebase::auth::UserTest","operator=","firebase::auth::UserTest::operator=","return","UserTest &","UserTest &","auth/tests/user_test.cc",124
"firebase::firestore::FieldValue","operator=","firebase::firestore::FieldValue::operator=","return","FieldValue &","FieldValue &","firestore/src/common/field_value.cc",113
"firebase::firestore::FieldValue","operator=","firebase::firestore::FieldValue::operator=","return","FieldValue &","FieldValue &","firestore/src/common/field_value.cc",127
"firebase::firestore::FieldValue","type","firebase::firestore::FieldValue::type","return","Type","Type","firestore/src/common/field_value.cc",188
"firebase::firestore::FieldValue","String","firebase::firestore::FieldValue::String","return","FieldValue","FieldValue","firestore/src/common/field_value.cc",159
"firebase::firestore::FieldValue","ToString","firebase::firestore::FieldValue::ToString","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","firestore/src/common/field_value.cc",285
"firebase::firestore::FieldValue","Delete","firebase::firestore::FieldValue::Delete","return","FieldValue","FieldValue","firestore/src/common/field_value.cc",256
"firebase::firestore::FieldValue","string_value","firebase::firestore::FieldValue::string_value","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","firestore/src/common/field_value.cc",213
"firebase::firestore::FieldValue","Null","firebase::firestore::FieldValue::Null","return","FieldValue","FieldValue","firestore/src/common/field_value.cc",249
"firebase::firestore::FieldValue","blob_value","firebase::firestore::FieldValue::blob_value","return","unsigned char *","unsigned char *","firestore/src/common/field_value.cc",218
"firebase::firestore::FieldValue","map_value","firebase::firestore::FieldValue::map_value","return","unordered_map<basic_string<char, char_traits<char>, allocator<char>>, FieldValue, hash<basic_string<char, char_traits<char>, allocator<char>>>, equal_to<basic_string<char, char_traits<char>, allocator<char>>>, allocator<pair<const basic_string<char, char_traits<char>, allocator<char>>, FieldValue>>>","unordered_map<basic_string<char, char_traits<char>, allocator<char>>, FieldValue, hash<basic_string<char, char_traits<char>, allocator<char>>>, equal_to<basic_string<char, char_traits<char>, allocator<char>>>, allocator<pair<const basic_string<char, char_traits<char>, allocator<char>>, FieldValue>>>","firestore/src/common/field_value.cc",243
"firebase::firestore::FieldValue","Double","firebase::firestore::FieldValue::Double","return","FieldValue","FieldValue","firestore/src/common/field_value.cc",149
"firebase::firestore::FieldValue","Boolean","firebase::firestore::FieldValue::Boolean","return","FieldValue","FieldValue","firestore/src/common/field_value.cc",139
"firebase::firestore::FieldValue","Map","firebase::firestore::FieldValue::Map","return","FieldValue","FieldValue","firestore/src/common/field_value.cc",184
"firebase::firestore::FieldValue","Blob","firebase::firestore::FieldValue::Blob","return","FieldValue","FieldValue","firestore/src/common/field_value.cc",164
"firebase::firestore::FieldValue","ServerTimestamp","firebase::firestore::FieldValue::ServerTimestamp","return","FieldValue","FieldValue","firestore/src/common/field_value.cc",259
"firebase::firestore::FieldValue","Integer","firebase::firestore::FieldValue::Integer","return","FieldValue","FieldValue","firestore/src/common/field_value.cc",144
"firebase::firestore::FieldValue","Timestamp","firebase::firestore::FieldValue::Timestamp","return","FieldValue","FieldValue","firestore/src/include/firebase/firestore/field_value.h",167
"firebase::firestore::FieldValue","Timestamp","firebase::firestore::FieldValue::Timestamp","return","FieldValue","FieldValue","firestore/src/common/field_value.cc",154
"firebase::firestore::FieldValue","Increment","firebase::firestore::FieldValue::Increment","return","FieldValue","FieldValue","firestore/src/include/firebase/firestore/field_value.h",347
"firebase::firestore::FieldValue","Increment","firebase::firestore::FieldValue::Increment","return","FieldValue","FieldValue","firestore/src/include/firebase/firestore/field_value.h",377
"firebase::firestore::FieldValue","ArrayRemove","firebase::firestore::FieldValue::ArrayRemove","return","FieldValue","FieldValue","firestore/src/common/field_value.cc",269
"firebase::firestore::FieldValue","ArrayUnion","firebase::firestore::FieldValue::ArrayUnion","return","FieldValue","FieldValue","firestore/src/common/field_value.cc",264
"firebase::firestore::FieldValue","array_value","firebase::firestore::FieldValue::array_value","return","vector<FieldValue, allocator<FieldValue>>","vector<FieldValue, allocator<FieldValue>>","firestore/src/common/field_value.cc",238
"firebase::firestore::FieldValue","geo_point_value","firebase::firestore::FieldValue::geo_point_value","return","GeoPoint","GeoPoint","firestore/src/common/field_value.cc",233
"firebase::firestore::FieldValue","reference_value","firebase::firestore::FieldValue::reference_value","return","DocumentReference","DocumentReference","firestore/src/common/field_value.cc",228
"firebase::firestore::FieldValue","timestamp_value","firebase::firestore::FieldValue::timestamp_value","return","Timestamp","Timestamp","firestore/src/common/field_value.cc",208
"firebase::firestore::FieldValue","Array","firebase::firestore::FieldValue::Array","return","FieldValue","FieldValue","firestore/src/common/field_value.cc",179
"firebase::firestore::FieldValue","GeoPoint","firebase::firestore::FieldValue::GeoPoint","return","FieldValue","FieldValue","firestore/src/include/firebase/firestore/field_value.h",188
"firebase::firestore::FieldValue","GeoPoint","firebase::firestore::FieldValue::GeoPoint","return","FieldValue","FieldValue","firestore/src/common/field_value.cc",174
"firebase::firestore::FieldValue","Reference","firebase::firestore::FieldValue::Reference","return","FieldValue","FieldValue","firestore/src/common/field_value.cc",169
"firebase::firestore::FieldPath","operator=","firebase::firestore::FieldPath::operator=","return","FieldPath &","FieldPath &","firestore/src/common/field_path.cc",55
"firebase::firestore::FieldPath","operator=","firebase::firestore::FieldPath::operator=","return","FieldPath &","FieldPath &","firestore/src/common/field_path.cc",65
"firebase::firestore::FieldPath","ToString","firebase::firestore::FieldPath::ToString","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","firestore/src/common/field_path.cc",87
"firebase::firestore::FieldPath","DocumentId","firebase::firestore::FieldPath::DocumentId","return","FieldPath","FieldPath","firestore/src/common/field_path.cc",71
"firebase::firestore::AggregateQuery","operator=","firebase::firestore::AggregateQuery::operator=","return","AggregateQuery &","AggregateQuery &","firestore/src/common/aggregate_query.cc",62
"firebase::firestore::AggregateQuery","operator=","firebase::firestore::AggregateQuery::operator=","return","AggregateQuery &","AggregateQuery &","firestore/src/common/aggregate_query.cc",78
"firebase::firestore::AggregateQuery","Get","firebase::firestore::AggregateQuery::Get","return","Future<AggregateQuerySnapshot>","Future<AggregateQuerySnapshot>","firestore/src/common/aggregate_query.cc",97
"firebase::firestore::AggregateQuery","query","firebase::firestore::AggregateQuery::query","return","Query","Query","firestore/src/common/aggregate_query.cc",92
"firebase::firestore::AggregateQueryInternal","operator=","firebase::firestore::AggregateQueryInternal::operator=","return","AggregateQueryInternal &","AggregateQueryInternal &","firestore/src/main/aggregate_query_main.h",33
"firebase::firestore::AggregateQueryInternal","operator=","firebase::firestore::AggregateQueryInternal::operator=","return","AggregateQueryInternal &","AggregateQueryInternal &","firestore/src/android/aggregate_query_android.h",28
"firebase::firestore::AggregateQueryInternal","Get","firebase::firestore::AggregateQueryInternal::Get","return","Future<AggregateQuerySnapshot>","Future<AggregateQuerySnapshot>","firestore/src/main/aggregate_query_main.h",42
"firebase::firestore::AggregateQueryInternal","Get","firebase::firestore::AggregateQueryInternal::Get","return","Future<AggregateQuerySnapshot>","Future<AggregateQuerySnapshot>","firestore/src/android/aggregate_query_android.cc",55
"firebase::firestore::AggregateQueryInternal","query","firebase::firestore::AggregateQueryInternal::query","return","Query","Query","firestore/src/main/aggregate_query_main.h",40
"firebase::firestore::AggregateQueryInternal","query","firebase::firestore::AggregateQueryInternal::query","return","Query","Query","firestore/src/android/aggregate_query_android.cc",49
"firebase::firestore::AggregateQueryInternal","firestore_internal","firebase::firestore::AggregateQueryInternal::firestore_internal","return","FirestoreInternal *","FirestoreInternal *","firestore/src/main/aggregate_query_main.h",37
"firebase::firestore::AggregateQueryInternal","firestore_internal","firebase::firestore::AggregateQueryInternal::firestore_internal","return","FirestoreInternal *","FirestoreInternal *","firestore/src/main/aggregate_query_main.h",38
"firebase::firestore::AggregateQuerySnapshot","operator=","firebase::firestore::AggregateQuerySnapshot::operator=","return","AggregateQuerySnapshot &","AggregateQuerySnapshot &","firestore/src/common/aggregate_query_snapshot.cc",64
"firebase::firestore::AggregateQuerySnapshot","operator=","firebase::firestore::AggregateQuerySnapshot::operator=","return","AggregateQuerySnapshot &","AggregateQuerySnapshot &","firestore/src/common/aggregate_query_snapshot.cc",81
"firebase::firestore::AggregateQuerySnapshot","query","firebase::firestore::AggregateQuerySnapshot::query","return","AggregateQuery","AggregateQuery","firestore/src/common/aggregate_query_snapshot.cc",96
"firebase::firestore::Query","operator=","firebase::firestore::Query::operator=","return","Query &","Query &","firestore/src/common/query.cc",71
"firebase::firestore::Query","operator=","firebase::firestore::Query::operator=","return","Query &","Query &","firestore/src/common/query.cc",87
"firebase::firestore::Query","firestore","firebase::firestore::Query::firestore","return","Firestore *","Firestore *","firestore/src/common/query.cc",101
"firebase::firestore::Query","firestore","firebase::firestore::Query::firestore","return","Firestore *","Firestore *","firestore/src/common/query.cc",106
"firebase::firestore::Query","Get","firebase::firestore::Query::Get","return","Future<QuerySnapshot>","Future<QuerySnapshot>","firestore/src/common/query.cc",298
"firebase::firestore::Query","LimitToLast","firebase::firestore::Query::LimitToLast","return","Query","Query","firestore/src/common/query.cc",253
"firebase::firestore::Query","EndAt","firebase::firestore::Query::EndAt","return","Query","Query","firestore/src/common/query.cc",288
"firebase::firestore::Query","EndAt","firebase::firestore::Query::EndAt","return","Query","Query","firestore/src/common/query.cc",293
"firebase::firestore::Query","StartAt","firebase::firestore::Query::StartAt","return","Query","Query","firestore/src/common/query.cc",258
"firebase::firestore::Query","StartAt","firebase::firestore::Query::StartAt","return","Query","Query","firestore/src/common/query.cc",263
"firebase::firestore::Query","OrderBy","firebase::firestore::Query::OrderBy","return","Query","Query","firestore/src/common/query.cc",239
"firebase::firestore::Query","OrderBy","firebase::firestore::Query::OrderBy","return","Query","Query","firestore/src/common/query.cc",243
"firebase::firestore::Query","AddSnapshotListener","firebase::firestore::Query::AddSnapshotListener","return","ListenerRegistration","ListenerRegistration","firestore/src/include/firebase/firestore/query.h",642
"firebase::firestore::Query","AddSnapshotListener","firebase::firestore::Query::AddSnapshotListener","return","ListenerRegistration","ListenerRegistration","firestore/src/include/firebase/firestore/query.h",660
"firebase::firestore::Query","AddSnapshotListener","firebase::firestore::Query::AddSnapshotListener","return","ListenerRegistration","ListenerRegistration","firestore/src/common/query.cc",303
"firebase::firestore::Query","AddSnapshotListener","firebase::firestore::Query::AddSnapshotListener","return","ListenerRegistration","ListenerRegistration","firestore/src/common/query.cc",309
